Timpstemp, Error_count, x, y, z, temperature, range_rad_s, scaling, x_raw, y_raw, z_raw, temperature_raw, 
9690926,0,-0.1453561931848526,-0.06426350772380829,-9.107542037963867,9.711912155151367,156.90640258789062,0.004788403399288654,-24,60,-1811,-9129, 
9790933,0,-0.0834587961435318,-0.5226486921310425,-9.614217758178711,9.698060989379883,156.90640258789062,0.004788403399288654,50,-4,-1585,-9134, 
9891907,0,-0.2985020577907562,-0.9047703742980957,-8.948254585266113,9.692522048950195,156.90640258789062,0.004788403399288654,-108,-113,-2204,-9136, 
9990925,0,-0.14891012012958527,-0.1581951230764389,-9.760732650756836,9.692522048950195,156.90640258789062,0.004788403399288654,-49,-154,-1375,-9136, 
10090907,0,-0.07515895366668701,-0.3234524130821228,-9.355201721191406,9.711912155151367,156.90640258789062,0.004788403399288654,-577,-492,-1860,-9129, 
10191909,0,-0.42305609583854675,-1.2966930866241455,-9.299966812133789,9.686981201171875,156.90640258789062,0.004788403399288654,1105,716,-1835,-9138, 
10291937,0,0.06085781753063202,-0.762070894241333,-9.189957618713379,9.711912155151367,156.90640258789062,0.004788403399288654,-845,-546,-2104,-9129, 
10391935,0,-0.13577714562416077,-0.36247628927230835,-8.7564115524292,9.714681625366211,156.90640258789062,0.004788403399288654,-272,-63,-2621,-9128, 
10491949,0,0.059975773096084595,-0.2210478037595749,-9.356341361999512,9.698060989379883,156.90640258789062,0.004788403399288654,-637,-281,-2514,-9134, 
10591948,0,-0.2747955620288849,-0.210301473736763,-9.53567886352539,9.684211730957031,156.90640258789062,0.004788403399288654,382,-114,-1770,-9139, 
10691944,0,0.04369460046291351,-0.43592336773872375,-8.889752388000488,9.670360565185547,156.90640258789062,0.004788403399288654,-122,258,-3224,-9144, 
10791907,0,0.09926249086856842,-0.17504718899726868,-9.504895210266113,9.706371307373047,156.90640258789062,0.004788403399288654,-517,-482,-1304,-9131, 
10891907,0,-0.19502043724060059,-0.3968159854412079,-10.45242977142334,9.695291519165039,156.90640258789062,0.004788403399288654,66,-735,-900,-9135, 
10991907,0,-0.3330302834510803,-0.6886917352676392,-9.960387229919434,9.670360565185547,156.90640258789062,0.004788403399288654,-136,-14,-2313,-9144, 
11091934,0,-0.32724177837371826,-0.6719692349433899,-9.867594718933105,9.681440353393555,156.90640258789062,0.004788403399288654,-750,6,-3473,-9140, 
11191908,0,-1.1582655906677246,-0.6740298867225647,-10.69662857055664,9.686981201171875,156.90640258789062,0.004788403399288654,675,-389,-1842,-9138, 
11292908,0,-0.9330651164054871,-0.5389672517776489,-10.60523796081543,9.686981201171875,156.90640258789062,0.004788403399288654,-49,-326,-1331,-9138, 
11392910,0,-0.3720167875289917,-0.8813462853431702,-10.539668083190918,9.678670883178711,156.90640258789062,0.004788403399288654,126,15,-1882,-9141, 
11492907,0,-0.9837759733200073,-0.7446122169494629,-9.344928741455078,9.720222473144531,156.90640258789062,0.004788403399288654,56,-91,-1841,-9126, 
11592907,0,-0.7156186103820801,-0.5480393171310425,-8.755661010742188,9.70083236694336,156.90640258789062,0.004788403399288654,242,-248,-1955,-9133, 
11692909,0,-0.5505613684654236,-0.18780025839805603,-7.996215343475342,9.686981201171875,156.90640258789062,0.004788403399288654,-40,-331,-1663,-9138, 
11792909,0,-0.30728253722190857,-0.02266167849302292,-7.177009582519531,9.698060989379883,156.90640258789062,0.004788403399288654,419,-177,-1066,-9134, 
11892907,0,-0.06522379070520401,0.16964766383171082,-6.984435081481934,9.692522048950195,156.90640258789062,0.004788403399288654,24,-133,-1564,-9136, 
11992907,0,-0.045716747641563416,0.3021669089794159,-9.099998474121094,9.692522048950195,156.90640258789062,0.004788403399288654,636,-352,-1271,-9136, 
12092907,0,0.28641942143440247,0.14090046286582947,-8.793011665344238,9.722991943359375,156.90640258789062,0.004788403399288654,64,128,-2042,-9125, 
12192907,0,0.3992428779602051,0.1004474014043808,-9.50148868560791,9.695291519165039,156.90640258789062,0.004788403399288654,110,-61,-2777,-9135, 
12292907,0,0.3726530075073242,-0.17943856120109558,-10.691750526428223,9.698060989379883,156.90640258789062,0.004788403399288654,-35,-143,-1697,-9134, 
12392911,0,0.29732105135917664,-0.3438376784324646,-9.886580467224121,9.703601837158203,156.90640258789062,0.004788403399288654,-398,278,-2505,-9132, 
12492907,0,-0.4565361738204956,-0.35144495964050293,-10.669757843017578,9.709142684936523,156.90640258789062,0.004788403399288654,381,-227,-1354,-9130, 
12592907,0,-0.45226985216140747,-0.37560734152793884,-10.031250953674316,9.684211730957031,156.90640258789062,0.004788403399288654,-156,18,-2582,-9139, 
12692907,0,-0.3657781183719635,-0.11946488916873932,-10.308982849121094,9.695291519165039,156.90640258789062,0.004788403399288654,82,-402,-2517,-9135, 
12792909,0,-0.43555134534835815,-0.47298097610473633,-10.468280792236328,9.698060989379883,156.90640258789062,0.004788403399288654,23,23,-2462,-9134, 
12892911,0,-0.4622208774089813,-0.6511144638061523,-9.40145492553711,9.70083236694336,156.90640258789062,0.004788403399288654,25,-238,-1334,-9133, 
12992907,0,-0.5318829417228699,-0.6473444700241089,-9.293821334838867,9.711912155151367,156.90640258789062,0.004788403399288654,195,-494,-1285,-9129, 
13092912,0,-0.45665034651756287,-0.5429993867874146,-9.022838592529297,9.703601837158203,156.90640258789062,0.004788403399288654,-121,7,-2501,-9132, 
13192907,0,-0.501041054725647,-0.5599479079246521,-9.259786605834961,9.698060989379883,156.90640258789062,0.004788403399288654,-181,-369,-1985,-9134, 
13292907,0,-0.6961001753807068,-0.607513427734375,-9.58867073059082,9.706371307373047,156.90640258789062,0.004788403399288654,-58,182,-1837,-9131, 
13393907,0,-0.6273924708366394,-0.6850980520248413,-9.582962036132812,9.70083236694336,156.90640258789062,0.004788403399288654,-56,-347,-1981,-9133, 
13492907,0,-0.09289837628602982,-0.44678059220314026,-9.17374038696289,9.706371307373047,156.90640258789062,0.004788403399288654,-281,221,-2483,-9131, 
13592912,0,-0.5177372097969055,-0.45990341901779175,-9.816085815429688,9.731302261352539,156.90640258789062,0.004788403399288654,272,-290,-1363,-9122, 
13692918,0,-0.17473654448986053,-0.45981311798095703,-9.093878746032715,9.717453002929688,156.90640258789062,0.004788403399288654,-409,-71,-2072,-9127, 
13793907,0,-0.30092355608940125,-0.11849705874919891,-10.130133628845215,9.720222473144531,156.90640258789062,0.004788403399288654,417,-220,-1803,-9126, 
13893907,0,-0.2802952229976654,-0.7687488794326782,-8.960376739501953,9.717453002929688,156.90640258789062,0.004788403399288654,-94,-10,-1522,-9127, 
13993905,0,-0.2790948450565338,-0.8228762745857239,-9.682600975036621,9.734073638916016,156.90640258789062,0.004788403399288654,178,-430,-1120,-9121, 
14093910,0,-0.33963868021965027,-0.7027809619903564,-9.23796558380127,9.717453002929688,156.90640258789062,0.004788403399288654,-55,92,-1325,-9127, 
14193916,0,-0.41266268491744995,-0.6085031628608704,-9.171346664428711,9.728532791137695,156.90640258789062,0.004788403399288654,-201,58,-1353,-9123, 
14293921,0,-0.17419636249542236,-0.15903286635875702,-9.477975845336914,9.753463745117188,156.90640258789062,0.004788403399288654,-437,98,-2631,-9114, 
14393926,0,-0.3063425123691559,-0.3102421760559082,-9.817254066467285,9.739612579345703,156.90640258789062,0.004788403399288654,-326,110,-1958,-9119, 
14493907,0,-0.40366220474243164,-0.5090366005897522,-9.121986389160156,9.747922897338867,156.90640258789062,0.004788403399288654,-335,266,-1943,-9116, 
14593907,0,-0.36168453097343445,-0.2546747624874115,-10.432438850402832,9.731302261352539,156.90640258789062,0.004788403399288654,223,-323,-1534,-9122, 
14693907,0,-0.3543359935283661,-0.45512762665748596,-8.407296180725098,9.731302261352539,156.90640258789062,0.004788403399288654,-22,-139,-2009,-9122, 
14793907,0,-0.43138545751571655,-0.25694602727890015,-9.444395065307617,9.728532791137695,156.90640258789062,0.004788403399288654,175,-386,-1355,-9123, 
14893907,0,-0.15014269948005676,-0.5619911551475525,-8.51177978515625,9.728532791137695,156.90640258789062,0.004788403399288654,-107,-407,-1996,-9123, 
14993908,0,-0.2571767270565033,-0.4326377511024475,-9.661626815795898,9.750692367553711,156.90640258789062,0.004788403399288654,-184,-94,-2228,-9115, 
15093906,0,-0.5001723766326904,-0.39809903502464294,-8.748167037963867,9.747922897338867,156.90640258789062,0.004788403399288654,-116,132,-1927,-9116, 
15193907,0,-0.5321496725082397,-0.4921662211418152,-8.249366760253906,9.753463745117188,156.90640258789062,0.004788403399288654,-515,-154,-1717,-9114, 
15293907,0,-0.3055419325828552,-1.0465168952941895,-9.25655746459961,9.745153427124023,156.90640258789062,0.004788403399288654,-101,-71,-1650,-9117, 
15393907,0,-0.3209569454193115,-0.44180768728256226,-9.227306365966797,9.753463745117188,156.90640258789062,0.004788403399288654,42,-269,-1100,-9114, 
15493908,0,-0.072957843542099,-0.25685223937034607,-9.400225639343262,9.747922897338867,156.90640258789062,0.004788403399288654,-306,-148,-1818,-9116, 
15593907,0,-0.11982383579015732,-0.25965872406959534,-9.151483535766602,9.761774063110352,156.90640258789062,0.004788403399288654,-19,-27,-2617,-9111, 
15693906,0,-0.23641717433929443,-0.38454145193099976,-9.722472190856934,9.770084381103516,156.90640258789062,0.004788403399288654,-1,-201,-1746,-9108, 
15793907,0,-0.08882805705070496,-0.7508859038352966,-9.575878143310547,9.759002685546875,156.90640258789062,0.004788403399288654,-229,92,-2602,-9112, 
15893907,0,-0.12529516220092773,-0.7064990997314453,-9.310249328613281,9.786705017089844,156.90640258789062,0.004788403399288654,-46,137,-1366,-9102, 
15993944,0,-0.13153353333473206,-0.30932021141052246,-9.514251708984375,9.767313003540039,156.90640258789062,0.004788403399288654,19,-367,-2474,-9109, 
16093949,0,-0.2849482595920563,-0.5412427186965942,-8.372180938720703,9.770084381103516,156.90640258789062,0.004788403399288654,-86,186,-1519,-9108, 
16194908,0,-0.27517247200012207,-0.8174421787261963,-8.04816722869873,9.792243957519531,156.90640258789062,0.004788403399288654,253,-456,-1184,-9100, 
16293907,0,-0.05633159726858139,-0.7117052674293518,-9.326446533203125,9.792243957519531,156.90640258789062,0.004788403399288654,297,-36,-2145,-9100, 
16393907,0,-0.48207682371139526,-0.7144362926483154,-9.237186431884766,9.759002685546875,156.90640258789062,0.004788403399288654,-17,89,-1705,-9112, 
16493907,0,-0.26860514283180237,-0.45838677883148193,-9.618189811706543,9.803325653076172,156.90640258789062,0.004788403399288654,33,-213,-2862,-9096, 
16593908,0,0.2025378793478012,-0.13734808564186096,-10.857861518859863,9.80886459350586,156.90640258789062,0.004788403399288654,-16,-244,-1930,-9094, 
16693907,0,0.21951158344745636,-0.42929887771606445,-9.91018295288086,9.803325653076172,156.90640258789062,0.004788403399288654,83,-306,-2420,-9096, 
16793908,0,-0.053252991288900375,-0.5616816282272339,-9.48751163482666,9.795015335083008,156.90640258789062,0.004788403399288654,248,-249,-1629,-9099, 
16893907,0,-0.5272852182388306,-1.0482133626937866,-7.3053483963012695,9.792243957519531,156.90640258789062,0.004788403399288654,-482,174,-2210,-9100, 
16993908,0,-0.500942587852478,-0.9291303157806396,-7.7307233810424805,9.811635971069336,156.90640258789062,0.004788403399288654,-46,99,-1343,-9093, 
17093907,0,-0.28142908215522766,-0.140470951795578,-10.500639915466309,9.811635971069336,156.90640258789062,0.004788403399288654,296,-189,-1397,-9093, 
17194908,0,-0.24350175261497498,-0.6539260149002075,-8.924173355102539,9.825485229492188,156.90640258789062,0.004788403399288654,-223,-265,-1841,-9088, 
17293907,0,-0.521170437335968,-0.5969788432121277,-8.972616195678711,9.81440544128418,156.90640258789062,0.004788403399288654,362,-531,-1889,-9092, 
17394907,0,-0.05044218525290489,-0.045454125851392746,-10.003292083740234,9.811635971069336,156.90640258789062,0.004788403399288654,-108,-17,-3191,-9093, 
17494917,0,-0.026228277012705803,-0.31043341755867004,-9.594339370727539,9.817174911499023,156.90640258789062,0.004788403399288654,-422,396,-1704,-9091, 
17594907,0,-0.23202237486839294,-0.7497657537460327,-8.806660652160645,9.828254699707031,156.90640258789062,0.004788403399288654,-18,-168,-1539,-9087, 
17694910,0,-0.009856079705059528,-0.6114197969436646,-10.00609016418457,9.828254699707031,156.90640258789062,0.004788403399288654,-239,-78,-2499,-9087, 
17794907,0,0.13756804168224335,-0.3888821303844452,-9.902471542358398,9.831026077270508,156.90640258789062,0.004788403399288654,-188,-55,-2482,-9086, 
17894907,0,-0.24538323283195496,-0.22038406133651733,-10.137284278869629,9.836565017700195,156.90640258789062,0.004788403399288654,286,20,-1412,-9084, 
17994907,0,-0.6038365364074707,-0.2736065983772278,-10.68713665008545,9.819944381713867,156.90640258789062,0.004788403399288654,459,-299,-2209,-9090, 
18094907,0,-0.49414461851119995,-0.49000656604766846,-9.524637222290039,9.828254699707031,156.90640258789062,0.004788403399288654,-186,44,-2659,-9087, 
18194909,0,-0.44110867381095886,-0.26180052757263184,-8.907078742980957,9.828254699707031,156.90640258789062,0.004788403399288654,74,84,-1541,-9087, 
18294909,0,-0.28177502751350403,-0.5149384140968323,-9.144509315490723,9.836565017700195,156.90640258789062,0.004788403399288654,-206,-435,-1843,-9084, 
18394907,0,-0.07400064170360565,-0.6275724172592163,-10.134176254272461,9.84487533569336,156.90640258789062,0.004788403399288654,-144,-180,-2323,-9081, 
18494910,0,0.10879100859165192,-0.5889461040496826,-10.090381622314453,9.864267349243164,156.90640258789062,0.004788403399288654,-84,101,-1695,-9074, 
18595907,0,-0.19352413713932037,-0.5811899900436401,-9.402324676513672,9.84487533569336,156.90640258789062,0.004788403399288654,87,22,-1363,-9081, 
18695907,0,-0.4597991406917572,-0.2828270196914673,-9.88560962677002,9.85041618347168,156.90640258789062,0.004788403399288654,150,-127,-1834,-9079, 
18795907,0,-0.4736616313457489,-0.6262974739074707,-9.683212280273438,9.864267349243164,156.90640258789062,0.004788403399288654,225,-96,-1304,-9074, 
18894907,0,-0.5155574083328247,-0.6401532888412476,-9.348423957824707,9.853185653686523,156.90640258789062,0.004788403399288654,257,-337,-1760,-9078, 
18995907,0,-0.10117258131504059,-0.37134554982185364,-9.238961219787598,9.861495971679688,156.90640258789062,0.004788403399288654,-120,-187,-1689,-9075, 
19095909,0,-0.33698928356170654,-0.27643558382987976,-8.606995582580566,9.847646713256836,156.90640258789062,0.004788403399288654,0,-366,-1951,-9080, 
19195908,0,-0.41625815629959106,-0.24043473601341248,-9.17153549194336,9.839336395263672,156.90640258789062,0.004788403399288654,116,-415,-1514,-9083, 
19295906,0,-0.5382491946220398,-0.7347372174263,-8.341283798217773,9.833795547485352,156.90640258789062,0.004788403399288654,-132,-104,-2520,-9085, 
19395907,0,-0.1628725230693817,-0.8189668655395508,-9.172456741333008,9.842105865478516,156.90640258789062,0.004788403399288654,-353,-124,-1845,-9082, 
19495907,0,-0.310748815536499,-0.41590335965156555,-8.056343078613281,9.84487533569336,156.90640258789062,0.004788403399288654,217,-124,-1337,-9081, 
19595907,0,-0.31979605555534363,-0.2774631977081299,-8.718910217285156,9.85041618347168,156.90640258789062,0.004788403399288654,-67,-161,-1278,-9079, 
19695926,0,-0.47645995020866394,-0.7363060712814331,-7.668255805969238,9.84487533569336,156.90640258789062,0.004788403399288654,-208,-109,-1672,-9081, 
19795938,0,-0.247094988822937,-0.7557402849197388,-8.028002738952637,9.84487533569336,156.90640258789062,0.004788403399288654,-194,-118,-2339,-9081, 
19895948,0,-0.090732142329216,-0.5051096677780151,-9.513869285583496,9.85595703125,156.90640258789062,0.004788403399288654,227,-69,-1561,-9077, 
19995954,0,-0.11564991623163223,-0.5556333065032959,-9.070079803466797,9.847646713256836,156.90640258789062,0.004788403399288654,-223,-86,-2094,-9080, 
20095907,0,-0.14019444584846497,-0.4528273940086365,-9.179206848144531,9.836565017700195,156.90640258789062,0.004788403399288654,-113,28,-2048,-9084, 
20196907,0,-0.3909514844417572,-0.4452633559703827,-9.078783988952637,9.822715759277344,156.90640258789062,0.004788403399288654,332,-114,-1766,-9089, 
20295906,0,-0.33434462547302246,-0.5788980722427368,-8.951733589172363,9.803325653076172,156.90640258789062,0.004788403399288654,35,-271,-1810,-9096, 
20395906,0,0.11821547150611877,-0.19877159595489502,-10.181127548217773,9.825485229492188,156.90640258789062,0.004788403399288654,-80,-90,-1764,-9088, 
20496907,0,-0.3476983308792114,-0.5028409361839294,-8.60124397277832,9.81440544128418,156.90640258789062,0.004788403399288654,-129,0,-1834,-9092, 
20595907,0,0.18072877824306488,-0.30526256561279297,-9.729681015014648,9.819944381713867,156.90640258789062,0.004788403399288654,-114,-51,-1822,-9090, 
20695910,0,0.04936749115586281,-0.1357448846101761,-9.910038948059082,9.85041618347168,156.90640258789062,0.004788403399288654,182,-214,-1946,-9079, 
20795907,0,-0.08375631272792816,-0.33171623945236206,-9.822402954101562,9.847646713256836,156.90640258789062,0.004788403399288654,-443,243,-2311,-9080, 
20896907,0,-0.48153525590896606,-0.6153866052627563,-7.8037614822387695,9.831026077270508,156.90640258789062,0.004788403399288654,34,-298,-1444,-9086, 
20995907,0,-0.626642644405365,-0.5212531685829163,-7.175686836242676,9.839336395263672,156.90640258789062,0.004788403399288654,-591,-58,-1739,-9083, 
21095906,0,-0.13635841012001038,-0.1819010078907013,-10.306819915771484,9.817174911499023,156.90640258789062,0.004788403399288654,298,-274,-1453,-9091, 
21196908,0,-0.36593320965766907,-0.5057402849197388,-9.362547874450684,9.822715759277344,156.90640258789062,0.004788403399288654,578,-363,-1300,-9089, 
21295906,0,-0.44738563895225525,-0.38703006505966187,-8.840576171875,9.811635971069336,156.90640258789062,0.004788403399288654,-367,84,-3143,-9093, 
21395907,0,0.006019944325089455,-0.4741273522377014,-9.50791072845459,9.811635971069336,156.90640258789062,0.004788403399288654,-175,-48,-1454,-9093, 
21496911,0,0.05000170320272446,-0.3762834072113037,-9.832379341125488,9.811635971069336,156.90640258789062,0.004788403399288654,198,-212,-1723,-9093, 
21596907,0,0.2314465045928955,-0.42389169335365295,-10.20944595336914,9.792243957519531,156.90640258789062,0.004788403399288654,-296,303,-2463,-9100, 
21696907,0,-0.13424760103225708,-0.31253597140312195,-10.21613883972168,9.803325653076172,156.90640258789062,0.004788403399288654,-198,57,-2715,-9096, 
21796907,0,-0.19915851950645447,-0.09932533651590347,-9.921059608459473,9.811635971069336,156.90640258789062,0.004788403399288654,278,-154,-1628,-9093, 
21896927,0,-0.04476984962821007,-0.38378822803497314,-9.552580833435059,9.797784805297852,156.90640258789062,0.004788403399288654,80,-54,-1298,-9098, 
21996932,0,-0.8858620524406433,-0.14787526428699493,-8.394908905029297,9.797784805297852,156.90640258789062,0.004788403399288654,234,-150,-1193,-9098, 
22096938,0,-0.44819480180740356,-0.28802490234375,-9.405988693237305,9.797784805297852,156.90640258789062,0.004788403399288654,333,-258,-1616,-9098, 
22196944,0,-0.7281942963600159,-0.17567178606987,-10.124591827392578,9.792243957519531,156.90640258789062,0.004788403399288654,207,-389,-1137,-9100, 
22296941,0,-0.612080454826355,-0.49109935760498047,-7.025233268737793,9.795015335083008,156.90640258789062,0.004788403399288654,-186,-122,-1700,-9099, 
22396907,0,-0.6839561462402344,-0.5074322819709778,-7.723076820373535,9.825485229492188,156.90640258789062,0.004788403399288654,-254,-113,-678,-9088, 
22496907,0,-0.11646099388599396,-0.46523356437683105,-10.335095405578613,9.80886459350586,156.90640258789062,0.004788403399288654,162,206,-2170,-9094, 
22596907,0,-0.7199752926826477,-0.22156275808811188,-9.903339385986328,9.81440544128418,156.90640258789062,0.004788403399288654,585,-360,-1920,-9092, 
22696907,0,-0.38173431158065796,-0.37122678756713867,-8.8403902053833,9.84487533569336,156.90640258789062,0.004788403399288654,-263,124,-2234,-9081, 
22796910,0,-0.14258834719657898,-0.03014090284705162,-9.58005142211914,9.839336395263672,156.90640258789062,0.004788403399288654,-272,-278,-1797,-9083, 
22896925,0,0.004964113235473633,-0.27544113993644714,-9.614140510559082,9.84487533569336,156.90640258789062,0.004788403399288654,-295,-262,-1996,-9081, 
22996936,0,-0.203184112906456,0.003633219748735428,-10.167014122009277,9.831026077270508,156.90640258789062,0.004788403399288654,57,-321,-1403,-9086, 
23096938,0,0.18131089210510254,-0.19064320623874664,-10.123861312866211,9.81440544128418,156.90640258789062,0.004788403399288654,-168,-109,-2218,-9092, 
23196958,0,-0.015346314758062363,-0.45380571484565735,-10.690397262573242,9.839336395263672,156.90640258789062,0.004788403399288654,115,-45,-2565,-9083, 
23296925,0,0.11940985918045044,-0.01846994459629059,-10.213791847229004,9.833795547485352,156.90640258789062,0.004788403399288654,48,-378,-2438,-9085, 
23397907,0,-0.056992460042238235,-0.261627733707428,-10.25278091430664,9.831026077270508,156.90640258789062,0.004788403399288654,98,-291,-1798,-9086, 
23497907,0,0.19620868563652039,-0.2802659571170807,-10.209280014038086,9.828254699707031,156.90640258789062,0.004788403399288654,-114,-163,-2109,-9087, 
23597907,0,-0.8785867691040039,-0.48632287979125977,-4.661258697509766,9.833795547485352,156.90640258789062,0.004788403399288654,-262,-295,-1365,-9085, 
23697907,0,-0.1558598279953003,-0.64829421043396,-9.23793888092041,9.817174911499023,156.90640258789062,0.004788403399288654,-115,-178,-2263,-9091, 
23797907,0,0.28534650802612305,-0.34868124127388,-10.461963653564453,9.811635971069336,156.90640258789062,0.004788403399288654,-347,-130,-2635,-9093, 
23897907,0,0.20924276113510132,-0.317152202129364,-10.756351470947266,9.817174911499023,156.90640258789062,0.004788403399288654,93,130,-1946,-9091, 
23997907,0,0.006221337243914604,-0.0914614349603653,-9.94786548614502,9.806095123291016,156.90640258789062,0.004788403399288654,210,-323,-2779,-9095, 
24097907,0,-0.21916450560092926,-0.06531855463981628,-9.344934463500977,9.800554275512695,156.90640258789062,0.004788403399288654,252,-171,-1965,-9097, 
24197907,0,-0.2556266188621521,-0.6317199468612671,-7.5446038246154785,9.789474487304688,156.90640258789062,0.004788403399288654,-520,189,-2137,-9101, 
24297912,0,-0.5749416351318359,-0.7131356000900269,-8.136438369750977,9.783933639526367,156.90640258789062,0.004788403399288654,-360,-113,-2198,-9103, 
24397907,0,-0.17070868611335754,-0.38759154081344604,-10.306658744812012,9.795015335083008,156.90640258789062,0.004788403399288654,154,90,-2499,-9099, 
24498921,0,0.017080146819353104,-0.5178173780441284,-9.217228889465332,9.800554275512695,156.90640258789062,0.004788403399288654,-410,62,-1977,-9097, 
24598923,0,-0.29429328441619873,-0.516420841217041,-8.5894136428833,9.770084381103516,156.90640258789062,0.004788403399288654,-361,-24,-1464,-9108, 
24698937,0,0.24468538165092468,-0.0778631865978241,-10.359526634216309,9.77839469909668,156.90640258789062,0.004788403399288654,-164,202,-2733,-9105, 
24798936,0,0.07650390267372131,-0.4622771143913269,-8.79953384399414,9.764543533325195,156.90640258789062,0.004788403399288654,-378,-34,-2138,-9110, 
24898942,0,-0.3342532515525818,-0.6773527264595032,-9.053386688232422,9.775623321533203,156.90640258789062,0.004788403399288654,-223,90,-2048,-9106, 
24998945,0,-0.28381600975990295,-0.25566521286964417,-9.044656753540039,9.786705017089844,156.90640258789062,0.004788403399288654,254,-188,-1930,-9102, 
25098951,0,-0.012567967176437378,-0.564970850944519,-8.783409118652344,9.756233215332031,156.90640258789062,0.004788403399288654,141,-180,-1379,-9113, 
25198957,0,-0.2276986986398697,-0.46091195940971375,-9.418529510498047,9.781164169311523,156.90640258789062,0.004788403399288654,392,-97,-1673,-9104, 
25298954,0,-0.07217442989349365,-0.35227108001708984,-9.625495910644531,9.764543533325195,156.90640258789062,0.004788403399288654,335,-377,-2860,-9110, 
25398907,0,-0.20677915215492249,-0.5785400867462158,-9.021953582763672,9.775623321533203,156.90640258789062,0.004788403399288654,118,-149,-1624,-9106, 
25498906,0,-0.0858440101146698,-0.5226422548294067,-9.137414932250977,9.775623321533203,156.90640258789062,0.004788403399288654,-175,84,-1925,-9106, 
